Job Title,Company Name,Company Location,Posting Date,Job Types,Career Level,Years of Experience,Job Link,Job Requirements
Blockchain & Ethereum Specialist,Confidential,"Cairo, Egypt",2 months ago,"['Full Time', 'Work From Home']",Entry Level,,https://wuzzuf.net/jobs/p/jB7rvNLyMdBQ-Blockchain-Ethereum-Specialist-Cairo-Egypt?o=152&l=sp&t=sj&a=python|search-v3|hpb,"You must have very good English communication skills. If you do not, we cannot hire you. | Education:University degree (Bachelor, Masters or Doctorate) in Computer Science, Electrical Engineering or Mathematics. | Strong Blockchain knowledge | Experienced in one or more of the following chains: Bitcoin (including Omni-layer), Ethereum (including ERC-20) | Other blockchain experiences such as Binance Chain, LTC, BCH, BSV, Kumoto, Tezos, XLM and XRP are highly desired. | Strong programming skills | Strong analytical skills with the ability to read scientific papers, understand and implement complex algorithms | Technologies we use | Python | Java | PHP | MySQL"
Automation Test Engineer,Confidential,"Cairo, Egypt",2 months ago,"['Full Time', 'Work From Home']",Experienced,4 - 10 Yrs of Exp,https://wuzzuf.net/jobs/p/RHA0h44hiEw5-Automation-Test-Engineer-Cairo-Egypt?o=210&l=sp&t=sj&a=python|search-v3|hpb,
Senior Cloud Solution Architect,Edrak United,"Cairo, Egypt",2 months ago,['Full Time'],Experienced,6+ Yrs of Exp,https://wuzzuf.net/jobs/p/ORs5Rs3R7IXC-Senior-Cloud-Solution-Architect-Edrak-United-Cairo-Egypt?o=211&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s Degree in Computer Science/ Engineering or equivalent experience required. | Overall 6+ years of IT industry experience with a minimum of 4+ years of experience in design application and infrastructure architectures on Cloud (GCP / AWS / Azure). | Experience creating, deploying and operating large scale applications on AWS/Azure/GCP. | An advanced level Cloud Certification is an added advantage. | Understanding of microservices and serverless architecture is an added advantage. | Coding experience in one or more scripting languages e.g. Java, Python, NodeJS, bash etc. | Excellent communication, presentation and writing skills. | Should have hands-on experience of working on Cloud (AWS , Azure). | Should understand the costing of different cloud services and optimizations. | Should have experience with all major AWS (or) Azure services. | Conduct proof of concept (POC) and implement the design in AWS / GCP. | Google / AWS Certifications is a must. Google Professional Certification is good-to-have. | Client-facing presentation & problem-solving skills adaptable to both technical and business audiences."
Full Stack Developer,TTC Technologies,"Heliopolis, Cairo, Egypt",2 months ago,['Full Time'],Experienced,3 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/FcpPgjUbaqIU-Full-Stack-Developer-TTC-Technologies-Cairo-Egypt?o=212&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor in Computer engineering, or computer science | +5 years of experience | As a Full Stack Developer, you should be comfortable around both front-end and back-end coding languages, development frameworks, and third-party libraries. | You should also be a team player with a knack for visual design and utility. | Participating in the design and creation of scalable software. | Writing clean, functional code on the front- and back-end. | Testing and fixing bugs or other coding issues with excellent communication and teamwork skills. | Great attention to detail, organizational skills, and analytical mind. | Proven experience as a Full Stack Developer | Proven experience in the back-end programming language (ASP.net, ASP core) | Familiarity with databases (MySQL or  PostgreSQL or MS SQL), | Familiarity web servers (Apache) | Proven experience in the front-end languages and libraries ( HTML/ CSS, JavaScript, XML, jQuery) | Working with hardware (e.g., communication devices, cameras, …) | back-end programming language (e.g.#, PHP, Python) | Familiarity with databases (e.g., MongoDB), web servers (e.g. Nginx) | Proven experience in front-end languages and libraries (e.g., react, angular) | Knowledge of GIS | Web development framework  (e.g. laminas) | Experience developing desktop or mobile applications"
Oracle APEX Developer,Edrak United,"Cairo, Egypt",2 months ago,['Full Time'],Experienced,6+ Yrs of Exp,https://wuzzuf.net/jobs/p/ddKSqn0UQe3c-Oracle-APEX-Developer-Edrak-United-Cairo-Egypt?o=213&l=sp&t=sj&a=python|search-v3|hpb,"Bachelors in Computer Science (or equivalent) or Masters with 6+ years of experience in Oracle Database and Oracle APEX along with hands on JQuery, Ajax, JSON, CSS, HTML. etc. | Strong Oracle database - Oracle SQL and Oracle PL/SQL programming experience.Experience in developing PLSQL Packages, Procedures, Functions, Triggers, Views and Exception handling. | Relational Database modeling. | Ability to deliver modern elegant applications using a combination of Oracle APEX & JavaScript.Experience in developing APEX Forms, Reports, Interactive Grid, Charts, plugins, Master Detail Forms, Tabular Forms etc. | Proven track record working with APEX Page/Application level items, Page Processing and Dynamic actions. | Integrating APEX with 3rd party technologies like python/shell scripts. | APEX Templates and Universal Themes. | HTML and CSS knowledge. | Experience working with web services. | Working knowledge with UNIX environments. | Experience using dynamic actions, pages process, application process, utl_smtp, utl_mail. | Preferred to have knowledge using different Oracle APEX APIs like APEX_APPLICATION, APEX_MAIL, APEX_UTIL, APEX_ITEM, APEX_PLSQL_JOB, and also JavaScript based APIs. | Preferred to have knowledge using with ORDS Restful Services."
Senior Automation Test Engineer,Kaizen Firm,"Cairo, Egypt",2 months ago,['Full Time'],Experienced,4 - 12 Yrs of Exp,https://wuzzuf.net/jobs/p/jr2Uhk0R3gL0-Senior-Automation-Test-Engineer-Kaizen-Firm-Cairo-Egypt?o=214&l=sp&t=sj&a=python|search-v3|hpb,"Worked before in an agile development environment, especially SCRUM framework. | Have experience of/participated in building a test automation project from scratch. | Contributed in building a test automation process/ workflow | Technical Skills | Good understanding of test automation phases and approaches. | Experience working with automation of APIs, mobile, and web. | Designing, prioritize and developing test automation scripts, suites. | Proficiency in programming languages such as Java and/or JS/Python. | Have good problem-solving skills. | Experienced with more than one of any test automation tools & frameworks i.e: seleniumwebdriver, cypress, appium, espresso, Apache JMeter, rest-assured...etc. | Familiar to work with one or more design patterns i.e: POM. | Utilize performance & load testing methodologies. | Familiarity with “BDD/TDD” agile software development models in relation to test process. | Familiarity with different testing frameworks, i.e: data-driven, keyword-driven, andbehavior-driven tests...etc. | Have ability to plan for a test automation project and initiate it. | Collaborate with the development & product teams to provide regular testing status andautomated reports with test results. | Experienced with distributed repos (e g. Git), Integrating with CI/CD tools and pipeline. | Fair knowledge of clouding and cloud testing as well. | Extensive experience in REST-API, and microservices testing. | Experience in using SQL to query relational databases. | Use of logging tools and analyzing issue from logs, like Kibana. | Able to read and modify test script and code refactoring. | Helps troubleshooting/debugging the defects, also helps in identifying the root-causes. | Familiarity with any ALM. i.e Jira, TFS,..etc. | Solid testing mentality. | Strong attention to detail. | Pro-active and having ability to start from scratch and recommend enhancements"
Senior GIS Engineer,Interact Technology Solutions,"Maadi, Cairo, Egypt",20 days ago,['Full Time'],Experienced,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/dNftBCBABfn3-Senior-GIS-Engineer-Interact-Technology-Solutions-Cairo-Egypt?o=69&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor or Master’s Degree in Computer Science, Engineering, Urban Planning or related field. | Minimum 5 years of experience | Hands on experience on ESRI ArcGIS platform | Development experience using ESRI, Microsoft .Net, JavaScript API, Python is an extra | Good communication skills | Documentation skills"
IT Infrastructure Developer,Quality unit,"New Cairo, Cairo, Egypt",20 days ago,"['Full Time', 'Work From Home']",Experienced,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/EbJ7ArfcMMjF-IT-Infrastructure-Developer-Quality-unit-Cairo-Egypt?o=70&l=sp&t=sj&a=python|search-v3|hpb,"The ability to speak and write in English on Intermediate (B1) level if fluent in Slovak, Upper Intermediate (B2) otherwise | The ability to learn, acquire and use new knowledge and skills | The ability to build in-depth (expert) knowledge of existing operations and system | The ability to conduct root-cause analysis and propose solutions | The ability to informally prove the correctness of the proposed solutions | The ability to perform computer programming (e.g., write Python/shell scripts) and use standard development processes | Basic knowledge of clustering and high-availability techniques at multiple levels of the OSI model | Why is it necessary to secure all (IT) systems? | Basic principles like The Principle of Least Privilege, The Principle of Weakest Link, Separation of Concerns, etc. | Basic concepts such as Defense in Depth | How to properly authenticate and authorize resources, protect secrets, and how to use commonly available cryptography (symmetric vs. asymmetric ciphers, signatures and certificates, fast hashes vs. Key Derivation Functions)"
Senior IT Infrastructure Software Engineer,Quality unit,"New Cairo, Cairo, Egypt",20 days ago,"['Full Time', 'Work From Home']",Experienced,4+ Yrs of Exp,https://wuzzuf.net/jobs/p/HAcEghuMwW8x-Senior-IT-Infrastructure-Software-Engineer-Quality-unit-Cairo-Egypt?o=71&l=sp&t=sj&a=python|search-v3|hpb,"The ability to speak and write in English on Intermediate (B1) level if fluent in Slovak, Upper Intermediate (B2) otherwise | The ability to learn, acquire and use new knowledge and skills | The ability to build in-depth (expert) knowledge of existing operations and system | The ability to conduct root-cause analysis and propose solutions | The ability to informally prove the correctness of the proposed solutions | The ability to conduct software engineering using modern, standard development practices in general-purpose languages like C/C++, Go, Python, etc. | Basic knowledge of clustering and high-availability techniques at multiple levels of the OSI model | Why is it necessary to secure all (IT) systems? | Basic principles like The Principle of Least Privilege, The Principle of Weakest Link, Separation of Concerns, etc. | Basic concepts such as Defense in Depth | How to properly authenticate and authorize resources, protect secrets, and how to use commonly available cryptography (symmetric vs. asymmetric ciphers, signatures and certificates, fast hashes vs. Key Derivation Functions)"
Junior Infrastructure Software Engineer,Quality unit,"New Cairo, Cairo, Egypt",20 days ago,"['Full Time', 'Work From Home']",Entry Level,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/RXelFjsM7g3h-Junior-Infrastructure-Software-Engineer-Quality-unit-Cairo-Egypt?o=72&l=sp&t=sj&a=python|search-v3|hpb,"The ability to speak and write in English on Intermediate (B1) level if fluent in Slovak, Upper Intermediate (B2) otherwise | The ability to learn, acquire and use new knowledge and skills | The ability to build in-depth (expert) knowledge of existing operations and system | The ability to conduct root-cause analysis and propose solutions | The ability to informally prove the correctness of the proposed solutions | The ability to conduct software engineering using modern, standard development practices in general-purpose languages like C/C++, Go, Python, etc. | Basic knowledge of clustering and high-availability techniques at multiple levels of the OSI model | Why is it necessary to secure all (IT) systems? | Basic principles like The Principle of Least Privilege, The Principle of Weakest Link, Separation of Concerns, etc. | Basic concepts such as Defense in Depth | How to properly authenticate and authorize resources, protect secrets, and how to use commonly available cryptography (symmetric vs. asymmetric ciphers, signatures and certificates, fast hashes vs. Key Derivation Functions)"
